Agrupacions censals (a 01-01-2024)
Institut d'Estadística de Catalunya
https://www.idescat.cat/codis/?id=50&n=81
Nivell;Codi;Nom;Tipus AC;Codi comarca;
Secció censal;03014; ;;;
Agrupació censal;081213009;Mataró 9 (Cirera);10;21;
Municipi;081213;Mataró;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Secció censal;04006; ;;;
Secció censal;04008; ;;;
Secció censal;04009; ;;;
Agrupació censal;081213010;Mataró 10 (la Llàntia);10;21;
Municipi;081213;Mataró;;;
Secció censal;04005; ;;;
Secció censal;04007; ;;;
Agrupació censal;081213011;Mataró 11 (Cerdanyola Nord);10;21;
Municipi;081213;Mataró;;;
Secció censal;05001; ;;;
Secció censal;05002; ;;;
Secció censal;05003; ;;;
Secció censal;05004; ;;;
Secció censal;05005; ;;;
Secció censal;05006; ;;;
Secció censal;05015; ;;;
Secció censal;05016; ;;;
Secció censal;05020; ;;;
Secció censal;05021; ;;;
Agrupació censal;081213012;Mataró 12 (Cerdanyola Sud);10;21;
Municipi;081213;Mataró;;;
Secció censal;05007; ;;;
Secció censal;05008; ;;;
Secció censal;05009; ;;;
Secció censal;05010; ;;;
Secció censal;05011; ;;;
Secció censal;05012; ;;;
Secció censal;05013; ;;;
Secció censal;05017; ;;;
Secció censal;05019; ;;;
Agrupació censal;081213013;Mataró 13 (Peremàs);10;21;
Municipi;081213;Mataró;;;
Secció censal;06005; ;;;
Secció censal;06006; ;;;
Secció censal;06007; ;;;
Secció censal;06008; ;;;
Secció censal;06013; ;;;
Agrupació censal;081213014;Mataró 14 (Pla d'en Boet);10;21;
Municipi;081213;Mataró;;;
Secció censal;06009; ;;;
Secció censal;06010; ;;;
Secció censal;06012; ;;;
Agrupació censal;081265001;Montgat 1 (Barris de Llevant);10;21;
Municipi;081265;Montgat;;;
Secció censal;01001; ;;;
Secció censal;01004; ;;;
Agrupació censal;081265002;Montgat 2 (Barris de Ponent);10;21;
Municipi;081265;Montgat;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;081635001;Pineda de Mar 1 (Litoral Central i Interior);10;21;
Municipi;081635;Pineda de Mar;;;
Secció censal;01001; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01007; ;;;
Secció censal;01009; ;;;
Agrupació censal;081635002;Pineda de Mar 2 (Litoral Sud-oest);10;21;
Municipi;081635;Pineda de Mar;;;
Secció censal;01006; ;;;
Secció censal;01008; ;;;
Secció censal;01013; ;;;
Secció censal;01014; ;;;
Agrupació censal;081635003;Pineda de Mar 3 (Litoral Nord-est);10;21;
Municipi;081635;Pineda de Mar;;;
Secció censal;01002; ;;;
Secció censal;01010; ;;;
Secció censal;01011; ;;;
Secció censal;01012; ;;;
Agrupació censal;081727001;Premià de Mar 1 (Est);10;21;
Municipi;081727;Premià de Mar;;;
Secció censal;03001; ;;;
Secció censal;03004; ;;;
Secció censal;03006; ;;;
Secció censal;03007; ;;;
Secció censal;03008; ;;;
Secció censal;03009; ;;;
Agrupació censal;081727002;Premià de Mar 2 (Interior Central);10;21;
Municipi;081727;Premià de Mar;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03005; ;;;
Agrupació censal;081727003;Premià de Mar 3 (Oest);10;21;
Municipi;081727;Premià de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;02001; ;;;
Agrupació censal;081976000;Sant Andreu de Llavaneres;20;21;
Municipi;081976;Sant Andreu de Llavaneres;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Agrupació censal;082140000;Vilassar de Dalt;20;21;
Municipi;082140;Vilassar de Dalt;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Agrupació censal;082191001;Vilassar de Mar 1 (Litoral i Est);10;21;
Municipi;082191;Vilassar de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Agrupació censal;082191002;Vilassar de Mar 2 (Interior i Nord);10;21;
Municipi;082191;Vilassar de Mar;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Agrupació censal;082303000;Premià de Dalt;20;21;
Municipi;082303;Premià de Dalt;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;082824000;Tiana;20;21;
Municipi;082824;Tiana;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Agrupació censal;082845001;Tordera 1 (Nucli Urbà);10;21;
Municipi;082845;Tordera;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Agrupació censal;082845002;Tordera 2 (Exterior i Urbanitzacions);10;21;
Municipi;082845;Tordera;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Agrupació censal;810213001;Maresme A (Santa Susanna - Palafolls);31;21;
Municipi;081555;Palafolls;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Municipi;082613;Santa Susanna;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;810213002;Maresme B (Sant Pol de Mar - Sant Cebrià de Vallalta);31;21;
Municipi;082037;Sant Cebrià de Vallalta;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;082359;Sant Pol de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;810213003;Maresme C (Arenys de Munt - Sant Iscle de Vallalta);31;21;
Municipi;080076;Arenys de Munt;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;081939;Sant Iscle de Vallalta;;;
Secció censal;01001; ;;;
Agrupació censal;810213004;Maresme D (Sant Vicenç de Montalt - Caldes d'Estrac);31;21;
Municipi;080327;Caldes d'Estrac;;;
Secció censal;01001; ;;;
Municipi;082649;Sant Vicenç de Montalt;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Agrupació censal;810213005;Maresme E (Argentona - Dosrius);31;21;
Municipi;080095;Argentona;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Municipi;080752;Dosrius;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;810213006;Maresme F (Cabrils - Cabrera de Mar);31;21;
Municipi;080291;Cabrera de Mar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;080305;Cabrils;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;081537;Òrrius;;;
Secció censal;01001; ;;;
Agrupació censal;810213007;Maresme G (Alella - Teià);31;21;
Municipi;080039;Alella;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Municipi;082819;Teià;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;430043000;Alcanar;20;22;
Municipi;430043;Alcanar;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Agrupació censal;430141001;Amposta 1 (Nord);10;22;
Municipi;430141;Amposta;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Agrupació censal;430141002;Amposta 2 (Sud);10;22;
Municipi;430141;Amposta;;;
Secció censal;04004; ;;;
Secció censal;04005; ;;;
Secció censal;04006; ;;;
Agrupació censal;431362001;Ràpita 1 (Nord), la;10;22;
Municipi;431362;Ràpita, la;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02003; ;;;
Agrupació censal;431362002;Ràpita 2 (Sud), la;10;22;
Municipi;431362;Ràpita, la;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Agrupació censal;810228001;Montsià Nord (Santa Bàrbara - Sant Jaume d'Enveja);31;22;
Municipi;430629;Freginals;;;
Secció censal;01001; ;;;
Municipi;430770;Mas de Barberans;;;
Secció censal;01001; ;;;
Municipi;430786;Masdenverge;;;
Secció censal;01001; ;;;
Municipi;439023;Sant Jaume d'Enveja;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;431384;Santa Bàrbara;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Agrupació censal;810228002;Montsià Sud-oest (Ulldecona - la Sénia);31;22;
Municipi;430635;Galera, la;;;
Secció censal;01001; ;;;
Municipi;430688;Godall;;;
Secció censal;01001; ;;;
Municipi;430445;Sénia, la;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Municipi;431567;Ulldecona;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Agrupació censal;250404001;Balaguer 1 (Nucli Urbà Est i Exterior);10;23;
Municipi;250404;Balaguer;;;
Secció censal;01002; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Agrupació censal;250404002;Balaguer 2 (Nucli Urbà Oest - Nucli Antic);10;23;
Municipi;250404;Balaguer;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Agrupació censal;250404003;Balaguer 3 (Nucli Urbà Sud-est);10;23;
Municipi;250404;Balaguer;;;
Secció censal;04003; ;;;
Secció censal;04004; ;;;
Agrupació censal;810234001;Noguera Est (Artesa de Segre - Ponts);31;23;
Municipi;250220;Alòs de Balaguer;;;
Secció censal;01001; ;;;
Municipi;250349;Artesa de Segre;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;250426;Baronia de Rialb, la;;;
Secció censal;01001; ;;;
Municipi;250609;Cabanabona;;;
Secció censal;01001; ;;;
Municipi;250791;Cubells;;;
Secció censal;01001; ;;;
Municipi;250946;Foradada;;;
Secció censal;01001; ;;;
Municipi;251500;Oliola;;;
Secció censal;01001; ;;;
Municipi;251728;Ponts;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;252228;Tiurana;;;
Secció censal;01001; ;;;
Municipi;252496;Vilanova de l'Aguda;;;
Secció censal;01001; ;;;
Municipi;252509;Vilanova de Meià;;;
Secció censal;01001; ;;;
Agrupació censal;810234002;Noguera Centre-oest (Camarasa - Albesa);31;23;
Municipi;250024;Àger;;;
Secció censal;01001; ;;;
Municipi;250083;Albesa;;;
Secció censal;01001; ;;;
Municipi;250156;Algerri;;;
Secció censal;01001; ;;;
Municipi;250371;Avellanes i Santa Linya, les;;;
Secció censal;01001; ;;;
Municipi;250479;Bellcaire d'Urgell;;;
Secció censal;01001; ;;;
Municipi;250498;Bellmunt d'Urgell;;;
Secció censal;01001; ;;;
Municipi;250621;Camarasa;;;
Secció censal;01001; ;;;
Municipi;250693;Castelló de Farfanya;;;
Secció censal;01001; ;;;
Municipi;251121;Ivars de Noguera;;;
Secció censal;01001; ;;;
Municipi;251348;Menàrguens;;;
Secció censal;01001; ;;;
Municipi;251386;Montgai;;;
Secció censal;01001; ;;;
Municipi;251569;Os de Balaguer;;;
Secció censal;01001; ;;;
Municipi;251641;Penelles;;;
Secció censal;01001; ;;;
Municipi;251771;Preixens;;;
Secció censal;01001; ;;;
Municipi;250352;Sentiu de Sió, la;;;
Secció censal;01001; ;;;
Municipi;252206;Térmens;;;
Secció censal;01001; ;;;
Municipi;252311;Torrelameu;;;
Secció censal;01001; ;;;
Municipi;252402;Vallfogona de Balaguer;;;
Secció censal;01001; ;;;
Agrupació censal;081120001;Manlleu 1 (Centre-nord);10;24;
Municipi;081120;Manlleu;;;
Secció censal;02003; ;;;
Secció censal;02004; ;;;
Secció censal;03002; ;;;
Secció censal;03003; ;;;
Secció censal;03004; ;;;
Agrupació censal;081120002;Manlleu 2 (Est, Sud i Oest);10;24;
Municipi;081120;Manlleu;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;03001; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Agrupació censal;082858001;Torelló 1 (Nord-est);10;24;
Municipi;082858;Torelló;;;
Secció censal;01002; ;;;
Secció censal;01004; ;;;
Secció censal;02002; ;;;
Secció censal;03003; ;;;
Agrupació censal;082858002;Torelló 2 (Sud-oest);10;24;
Municipi;082858;Torelló;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;03001; ;;;
Secció censal;03002; ;;;
Agrupació censal;082981001;Vic 1 (Nord-est);10;24;
Municipi;082981;Vic;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;02004; ;;;
Secció censal;02005; ;;;
Secció censal;02006; ;;;
Secció censal;04004; ;;;
Agrupació censal;082981002;Vic 2 (Sud-oest);10;24;
Municipi;082981;Vic;;;
Secció censal;03003; ;;;
Secció censal;03005; ;;;
Secció censal;03006; ;;;
Secció censal;03008; ;;;
Secció censal;03011; ;;;
Agrupació censal;082981003;Vic 3 (Sud-est);10;24;
Municipi;082981;Vic;;;
Secció censal;03004; ;;;
Secció censal;03009; ;;;
Secció censal;04001; ;;;
Secció censal;04002; ;;;
Secció censal;04003; ;;;
Agrupació censal;082981004;Vic 4 (Nord-oest);10;24;
Municipi;082981;Vic;;;
Secció censal;02003; ;;;
Secció censal;03001; ;;;
Secció censal;03007; ;;;
Secció censal;03010; ;;;
Secció censal;03012; ;;;
Secció censal;03013; ;;;
Secció censal;05001; ;;;
Agrupació censal;810249001;Osona Nord (Sant Pere de Torelló - Sant Quirze de Besora);31;24;
Municipi;081311;Montesquiu;;;
Secció censal;01001; ;;;
Municipi;081957;Sant Agustí de Lluçanès;;;
Secció censal;01001; ;;;
Municipi;082016;Sant Boi de Lluçanès;;;
Secció censal;01001; ;;;
Municipi;082331;Sant Pere de Torelló;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;082378;Sant Quirze de Besora;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;082652;Sant Vicenç de Torelló;;;
Secció censal;01001; ;;;
Municipi;082536;Santa Maria de Besora;;;
Secció censal;01001; ;;;
Municipi;082726;Sora;;;
Secció censal;01001; ;;;
Municipi;172121;Vidrà;;;
Secció censal;01001; ;;;
Agrupació censal;810249002;Osona Nord-est (Roda de Ter);31;24;
Municipi;082541;Esquirol, l';;;
Secció censal;01001; ;;;
Municipi;081167;Masies de Roda, les;;;
Secció censal;01001; ;;;
Municipi;081831;Roda de Ter;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;02001; ;;;
Municipi;089019;Rupit i Pruit;;;
Secció censal;01001; ;;;
Municipi;082750;Tavèrnoles;;;
Secció censal;01001; ;;;
Municipi;082802;Tavertet;;;
Secció censal;01001; ;;;
Agrupació censal;810249003;Osona Est (Taradell);31;24;
Municipi;080370;Calldetenes;;;
Secció censal;01001; ;;;
Municipi;170638;Espinelves;;;
Secció censal;01001; ;;;
Municipi;080832;Folgueroles;;;
Secció censal;01001; ;;;
Municipi;082205;Sant Julià de Vilatorta;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;082418;Sant Sadurní d'Osormort;;;
Secció censal;01001; ;;;
Municipi;082460;Santa Eugènia de Berga;;;
Secció censal;01001; ;;;
Municipi;082785;Taradell;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;172207;Viladrau;;;
Secció censal;01001; ;;;
Municipi;083036;Vilanova de Sau;;;
Secció censal;01001; ;;;
Agrupació censal;810249004;Osona Centre-sud i Sud-est (Tona - Seva);31;24;
Municipi;080266;Brull, el;;;
Secció censal;01001; ;;;
Municipi;081115;Malla;;;
Secció censal;01001; ;;;
Municipi;081290;Muntanyola;;;
Secció censal;01001; ;;;
Municipi;082476;Santa Eulàlia de Riuprimer;;;
Secció censal;01001; ;;;
Municipi;082690;Seva;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;082830;Tona;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Agrupació censal;810249005;Osona Sud (Centelles);31;24;
Municipi;080174;Balenyà;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;080673;Centelles;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Secció censal;01004; ;;;
Municipi;082248;Sant Martí de Centelles;;;
Secció censal;01001; ;;;
Agrupació censal;810249007;Osona Centre-nord (Sant Hipòlit de Voltregà);31;24;
Municipi;081000;Gurb;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;081173;Masies de Voltregà, les;;;
Secció censal;01001; ;;;
Secció censal;02001; ;;;
Municipi;081509;Orís;;;
Secció censal;01001; ;;;
Municipi;081995;Sant Bartomeu del Grau;;;
Secció censal;01001; ;;;
Municipi;082153;Sant Hipòlit de Voltregà;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Municipi;082439;Santa Cecília de Voltregà;;;
Secció censal;01001; ;;;
Agrupació censal;810252000;Pallars Jussà;33;25;
Municipi;250019;Abella de la Conca;;;
Secció censal;01001; ;;;
Municipi;259046;Castell de Mur;;;
Secció censal;01001; ;;;
Municipi;251615;Conca de Dalt;;;
Secció censal;01001; ;;;
Municipi;250984;Gavet de la Conca;;;
Secció censal;01001; ;;;
Municipi;251155;Isona i Conca Dellà;;;
Secció censal;01001; ;;;
Municipi;251288;Llimiana;;;
Secció censal;01001; ;;;
Municipi;251713;Pobla de Segur, la;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;251902;Salàs de Pallars;;;
Secció censal;01001; ;;;
Municipi;251961;Sant Esteve de la Sarga;;;
Secció censal;01001; ;;;
Municipi;252017;Sarroca de Bellera;;;
Secció censal;01001; ;;;
Municipi;252022;Senterada;;;
Secció censal;01001; ;;;
Municipi;252154;Talarn;;;
Secció censal;01001; ;;;
Municipi;252271;Torre de Cabdella, la;;;
Secció censal;01001; ;;;
Municipi;252347;Tremp;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;02001; ;;;
Secció censal;02002; ;;;
Secció censal;03001; ;;;
Agrupació censal;810265000;Pallars Sobirà;33;26;
Municipi;250175;Alins;;;
Secció censal;01001; ;;;
Municipi;250241;Alt Àneu;;;
Secció censal;01001; ;;;
Municipi;250390;Baix Pallars;;;
Secció censal;01001; ;;;
Municipi;250827;Espot;;;
Secció censal;01001; ;;;
Municipi;250864;Esterri d'Àneu;;;
Secció censal;01001; ;;;
Municipi;250870;Esterri de Cardós;;;
Secció censal;01001; ;;;
Municipi;250899;Farrera;;;
Secció censal;01001; ;;;
Municipi;259031;Guingueta d'Àneu, la;;;
Secció censal;01001; ;;;
Municipi;251235;Lladorre;;;
Secció censal;01001; ;;;
Municipi;251266;Llavorsí;;;
Secció censal;01001; ;;;
Municipi;251832;Rialp;;;
Secció censal;01001; ;;;
Municipi;252081;Soriguera;;;
Secció censal;01001; ;;;
Municipi;252094;Sort;;;
Secció censal;01001; ;;;
Municipi;252213;Tírvia;;;
Secció censal;01001; ;;;
Municipi;259010;Vall de Cardós;;;
Secció censal;01001; ;;;
Agrupació censal;251370001;Mollerussa 1 (Centre i Nord);10;27;
Municipi;251370;Mollerussa;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Secció censal;01003; ;;;
Agrupació censal;251370002;Mollerussa 2 (Est, Sud i Oest);10;27;
Municipi;251370;Mollerussa;;;
Secció censal;01004; ;;;
Secció censal;01005; ;;;
Secció censal;01006; ;;;
Agrupació censal;810271001;Pla d'Urgell Nord (Linyola);31;27;
Municipi;250411;Barbens;;;
Secció censal;01001; ;;;
Municipi;250523;Bellvís;;;
Secció censal;01001; ;;;
Municipi;250680;Castellnou de Seana;;;
Secció censal;01001; ;;;
Municipi;251137;Ivars d'Urgell;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;251229;Linyola;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Agrupació censal;810271002;Pla d'Urgell Centre-sud (Palau d'Anglesola);31;27;
Municipi;250485;Bell-lloc d'Urgell;;;
Secció censal;01001; ;;;
Secció censal;01002; ;;;
Municipi;250931;Fondarella;;;
Secció censal;01001; ;;;
